text,sentiment
nah person wey done chop belleful nah e dey think of education,Negative
rubbish club don spoil my ticket join,Negative
you no dey engage like before again e dey anger me,Negative
na ozo dem give strike na him still dey apologize to nergy i wan die for laugh oo,Negative
una too spoil any small thing una wan naked clothes nor dey stay una body sef,Negative
i spend k on transport every month my work no dey heaven oo na lagos i dey work,Negative
i just remembered this girl i paid her tfare this evening refused to gimme number wherever you are rosemary your conscience will judge you o wetin dey even pain me na say she was smiling all through the refusal,Negative
like i dont understand how this things work you dey vex for me on top my own money again because you have a hole in between your legs haaaaaa nne adiro m enye onye na a di abalu m ulu ego m this stupid sense of entitlement is messing with my sanity mentally,Negative
i don leave love for una wen sabi,Negative
na girl wey no get good character dey fear mother inlaw,Negative
dont mind usgirls go dey shout you get small carrot meanwhile men sef dey shout big carrot shows big boybruhwe are just being naive,Negative
una don dey overdo am for the benin city which one small pikin when never reach dey do for hk make una calm down chairmen abeg no go spoil smallie life because grown up boys nor dey loyal again shuoooo wetin dey xup na every body must do yahoo,Negative
if na to dey carry goat upandan nw he go sabi,Negative
my friendship i say insult follow the last money wey i receive to think when i was giving it na so so thank you god bless you see am now the money don useless kai,Negative
the passenger don shit dia panties wow,Negative
nigeria we hail thee pls i know do again abeg link me with any foreigner wey wan buy citizenship,Negative
na why you dey support arsenal nothing wey you sabi,Negative
 na make you sef start to dey tweet like person wey forget him brain for canada embassy ,Negative
self control i know say e dey difficult they don tell me stop tire i gats abort the stomach pain dat follows afterwards ehn,Negative
lol you for chop e igbati the devil tried to tempt me but i know my yoruba roots and im not ready,Negative
werey wan use opportunity chop kiss na slap end am,Negative
una sef make una let adults spend dem money as dem like o those of una wey be billionaires no dey gree spend am so those wey no get dey teach una how to spend am,Negative
na fear catch am se smt covid property that they ask government to share for us they went to keep it smwere so wen it next election they will now change the covid cover to election campaign own nd they will now be sharing it for we hungry lion abbi fckthe govt,Negative
na by close eyes fuckboys dem dey close eyesclose noseclose earopen trouser kiss person,Negative
onye ela dey there na poverty go cripple u dia hehehe,Negative
i nor understand oh i dont watch bbn but wetin this erica give una chop sef,Negative
if person na arsenal fan abeg e dey cause mental disorder,Negative
wetin dey pain me now be say him dey happy say him buy well,Negative
e be like say na only me dey use nose mask in ijebu ode i look stupid,Negative
the rich mans joke is always funny if a celebrity tweets only an alphabet una go still like and retweet am your guy don tweet times today you never like but help me tell your guy e don do only him tweets today,Negative
and you think say na only for love dem fit break your heart have you visited someone and he brought out food and said come chop o only to come n see just one meat inside plate,Negative
i really dont even know but you fit send your sister small bar make i fit chop tomorrow,Negative
honestly i must commend you for the rubbish bread we were served call pizza your branch which is located at abule egba lagos nigeria is nothing to write about omo i just wan cry ontop money wey we use buy the bread called e pain me oh,Negative
baba na ole talk am i fit show you video abuse am please no too press our neck make we for no dey depressed join we have enough battles already,Negative
guy why u dey na dey say handsome happy men and beautiful gurls only say na u and shoki shitta collect beating together,Negative
brain why you de do me so,Negative
guy people dey misbehave,Negative
i be gehh one agric teacher da year weyyy we dey call gbanjo then one crs teacher wey we dey call ijoya,Negative
see bah asides good health financial security is everything ive written down my list for panic buyingstock up with several adjustments to fit in with money in my account but its not just adding up oluwa wetin dey coronate,Negative
na wa oh all of dem na marijuana igbo,Negative
i knew my instincts werent wrong when they questioned why that dude had a name like frodd now e don clear wella bros all that fraud tears wey you dey shed no go work its too early for that,Negative
with this exchange rate im sure its more than that sef,Negative
lmao you don join dem too na wa ohh,Negative
lmafoooooooooo shey na una wan controllecture every adult here people that are old enough to get sense cant be me,Negative
when u love someone they will be using you to do shakara but boom as feelings no dey again na dat time dem go begin catch their own feelings this life sef,Negative
omo e don tey i win bet oh,Negative
my tight guy just talk say me and am no fit be guys again say i no dey him level again,Negative
my chief i dey telllll you mehhnnnn dem don do me strong thing cus of good heart,Negative
na wetin kill unai emery be dat no be say e too bad as a manager he was simply sacked because of good ebening,Negative
looks like this writing never stops when it comes to postgrad studies thought you just finished one some days ago and am here still battling with my thesis proposal tired sef,Negative
barcelona una wan dey unfortunate why una go concede,Negative
na mistake o,Negative
weeks to my friends wedding and i never get style i don search sotey i don dey loose hope oo,Negative
na that one we won chop abi make una sign players for us,Negative
omo e be like say we go protest for the whole year be that this people no rate us say na sprinkle of people oh lord,Negative
the kind curses wey people dey give sanwoolu this morning ehne don pass the amount of prayers wey e don receive this year,Negative
i no want make you get depression on the fact that only you go dey aos for england like pikin wey im sallah cloth burn,Negative
see obinna avoid me i fit injure you cos of this spoiler i just started season ffs,Negative
you don wanna know after my laundry guy brought my clothes yesterday madam para dey vex say i dey live like king for here say ion dey wash guess who washed her clothes today,Negative
you dey vex for dem before,Negative
lol u don dey already na u go speak big grammar land inside otto soup,Negative
omo i never taste ordinary water today i fit die,Negative
ordinary dog i no fit buy in peace make we no ham nii ooo ft hrfceo tegvoc cc mannynations officialefresh thecuteabiola iamomobolade yabaleftonline gossipmillnaija,Negative
asiinnthe thing dey like f pitstop wey dem forget bring fresh set of boots,Negative
m if pt wey i don discharge don dey overstay because of funds na my documentation be that o thats what they deserve,Negative
so all of una wen dei find babe una area and school or place of work no reach again youve finished tasting dos ones o di e gwu,Negative
lol e get d way e go dey do you wey u no go fit hide am,Negative
e don be power bank don run down im now at the mercy of my,Negative
bruuh the money dey pain me sef like say na my own,Negative
u dis guy u are not serious again na my presido u dey reason like that ,Negative
e dey pain me cause i dey fry plantain like this,Negative
please oh i wan ask this question can ugandans even read atol because all this scattering una dey scatter them isso unbearable asin eh they arent even saying anything abin them blind as well because there dumpness is certain already chai,Negative
babe make we gather beat dat person wey write dat tweet bcus d tin touch me my left kidneylol,Negative
na wetin him talk o e say e dey make dem mad,Negative
the only team that wants us to win today is a liverpool the rest na werey na arsenal sef worst pass,Negative
somebody should please help me tell phcn people that rain has stopped since wire sef don dry abeg i need to use the microwave please,Negative
whenever sensitive topics are discussed here some people tend to just be stupid just to gain followers god punish all of una wey dey do that,Negative
be like say no be first time wey dem don hide face for guccy snaps,Negative
my padi make mouth to me i flog am o for fifa the real matter na hin be say he don cook and e no cook my own who go help us settle like this,Negative
listen to yourself like na competition between states so you mean even osun state wey never fit chop join bid na by force fed were happy to have a sponsor d prob is did they inspect facilities before ok the bid now thats d naija effect,Negative
mgpthe police they sayis your friendbut wait make u enter dem handna dat time u go no weda na true abi na lie dis we naija,Negative
omo na mumu dey fall in love una wey dey shout god when for davido and chioma or quavo and saweetie shey e no eventually spoil,Negative
na today una know say dsf na liar if she fit talk say cab guy be wan rape her for am when she nor get destination she can do anything just to be relevant failed actress abi wetin she dey do for a living again tcheww,Negative
they will jus collect your phone and even asked you to unlock it like say na dere papa buy the phone for me say iphone users na yahoo yahoo dem de do,Negative
james don go talk the one wey don vex zidane em no go see ball play again this season,Negative
see how dem dey use utd play you go think say city na prime barcelona,Negative
bros stoopeet if na joke thats beyond mistake i call that inexperienced a ball wey for easily push over without using a muscle e dey beat him chest from disappointment atm,Negative
is really a cheap blackmail buhari shld v b talkin about how curtail dis threaded terrorist instead he is talkin about militia b funded by d gov wen d head of a family is brainless d family is in big trouble but wen a pres is brainless d country is doomed,Negative
e be like say different teams dey lol segalink vs ogbeni dipo vs ydp the first two dey fight for who go take the shine for the last one wan hijack the protest from to but who dey fund ydp lol,Negative
as in eerrrrr dem dey rule dey carry us go backwards,Negative
is this not that guy thats using wan accent like that at him don get naija accent now o and him don dy wear trads,Negative
this big abuja girl is always counting dollar on my snap she no even wan patronize my bureau de change,Negative
i really get pissed wen short people be like abeg help me pick this thing up me see you see ground pick it,Negative
traditional marriage don reach now u carry us dey enter bush all those fine gates and buildings wey u stand de snap na who get am,Negative
akamu pain you akamu still get taste na he be like pikin shit you no say pikin shit no get strength to pack sef na wahala,Negative
after if dey see couples dat met through twitter theyll be like god wen or sis which type of twitter u de use it all started frm dm dat u gals are rejecting,Negative
the woman that washed my hair on saturday its like she gave me a different shape of skull head just dey pain me e be like some part don enter inside sef,Negative
na wah oh gbenga,Negative
na wow ooo nigeria number again for illuminati make una suffry na ah,Negative
e say regain sense we dem don lose am ni,Negative
so because na year end na why i go work kill myself  to think i will be working late today again auditor sef don go holiday wetin come be my own sef,Negative
lmao na fat e dey give no be person e dey kill,Negative
so i guess america is poor as well for asking people to donate as well sometimes una no dey think and every na joke to una ki o to de fi la si ori bi apeja,Negative
bro no select again i dey vex because even if u select u no go select me join im no happy,Negative
naso my naira don go,Negative
oh my goddistance no be anything but this one wey strong men don dey road,Negative
this country na indian film i dey uar dey tweet from zambia,Negative
thanks dear not like theres anything to be happy about sef,Negative
watching prison break the thing just de confuse me anyhow i just weak,Negative
so sun fit comot after the flogging rain did me this afternoon,Negative
bro i rather go back to arsenal na champion we they no dey win no be overall failure them be person go dey jolly if them win fa cup buharitrump lord forbid bad thing i had to beg them on bio not to follow me,Negative
i don catch you wetin you dey find here,Negative
any fine girl pictures you go don see liked by egbon wetin dey sup gan self,Negative
dis one na koloe dey form hardcore comedyeven dave chapelle go vex for am,Negative
lol u cannot see my familys net worth cannot enter k e sure me corona con dey again one mouth don commot for their food niyen,Negative
whatsapp should please work on that their privacy na the double tick shows youre online and received the message if you like no reply the sender knows youve received it make dem give us one tick na i can be online buh not ready to talk to someone on whatsapp,Negative
i no even see this one im not playing fpl again abeg i don try,Negative
oga gud evening sir in fact dis na night good night sir i de busy de write all my village pipo names for you make you choose me na tiktok you go de play,Negative
lol you sef don pass boundary dem say make you no touch anything but you disobeyed,Negative
na meat wey nor dey inside soup na make stockfish dey form celebrity,Negative
na transfer wey person don sabi do na em make life no remain thesame again true true,Negative
una wicked oh make una wish good for our country for once nah person use fone record una de attack nta,Negative
as seen on facebook birthday photo of miss oron akwa ibom state innocent mermaids dey rest wahala dey fine them,Negative
comot that akure wey dey your handle abeg you dunno anything,Negative
money wey i dey manage uba took a whole they took before abeg you people should comman explain to me why,Negative
lmafoooooooooooooooooooooo na mental shey we get case of baba wey marry left wife for nigeria for yrs madam don go carry belle born for another man baba wan send her packing as e come back nigeria,Negative
aligo abeg help me give akpors hot slap dis morning cus he no sabi anythingi vote aligo joor,Negative
mine was in jss the person wey help me use carton design greeting for christy na e by himself use him hand go show our class monitor mumu charles carry the card go show vice principal vice principal na deeper life pastor las las d news reached home before me i colet,Negative
lol e dey pain them una sorry o,Negative
them think sey na street tournament them dey play im tired,Negative
abeg who we offend in dis country students cant even read in peace nd dis is exam period awka is not safe anymore and dis is mostly around student areas,Negative
you know me im already used to it sef but you see those foken lectures jesus christ i want to cry,Negative
make una dey try make the zobo cold before una dey serve am oooh wats all this,Negative
this brhoe dey happy say he dey always do raw with every girl my condolences to all the babes sha,Negative
laycon don start again o wahala ma wa de bayi o this is obsession,Negative
me were no dey watch ball ohhhhhhh i say make i watch this one them flog us  for beta say make i no watch am now e dey like say na me them flog outrightly,Negative
please it is finished if u dey go london abeg if nah like dis make i hang ah go dae comfortable,Negative
after mehn dem don wound preeq finish dey for hospital,Negative
latest gina guideline ooo just hearing it today in a seminar e off me i managed a hand full of asthmatics over the last few weeks and i nebulized religiously,Negative
how that one take concern me na una need my help so if una no ready then just go wait till you time to turn zombie  reach,Negative
everything buhari commission during der change eranone of dem is functioning yethe wil recommision dem during der next level nonsense wen dey start functioningjoke of a country,Negative
i just dey waka on my own ohh you too get wahala,Negative
am yet to be a mother na i shock self wen i come online come see happy mothers day women wahala too much jorhow many times wey dey celebrate one tin,Negative
so u think hussethaul will let is top defender go like datno way abt ryan betrand wen una start dy sign arugbo ojo players na so una gamble on the mf willian,Negative
e be like all these coaches don dey mad wtf is wrong with tuchel wtf is chupo motim wheres icardi if only these guys are aware how much ive lost to betja,Negative
na play i been dey play oo i say make i go charge phone come backna insult i come see una no get joy at all,Negative
if chelsea cough eh na dem go dey wish dem ban man city for next seasons,Negative
ah ha na houseparty dem dey go them too much abi this person do dem bad thing,Negative
hahahaha na my account wey no balance o e dey give me sleepless nights,Negative
once stepped out to buy stuff the girl say around yrs i met there sitting with her mum i addressed her as lady mama change am for me oh shes not a lady na so una dey take spoil peoples daughters shes not a lady na girl biko ha,Negative
lol tgis anti corruption package nor dey tire una we don wise pass that level e nor work again start doing it with your achievements asap las las na daura loader,Negative
na only mumu dey ask fish if e don baff,Negative
all these rubbish takes would have ended messi na idiot walahi,Negative
i swear ehn staff una no fit make heaven oh you people took off the light as match wan start the thunder wey go fire una ehn e go come naked ni and i no buy fuel,Negative
my friend is planning to run wen he gets to france na d people wey dey spoil nigeria name b that my friend,Negative
wetin de there to pay person na kk na wa for u oo,Negative
see dem dey wil not mind dia business,Negative
so for the full nigeria them nor see better camera take snap this thing this ahmed musa una sure say e dey alright so i stil dont understand this decision to join kanu pillars,Negative
even fut boy wey babes dey use form no dey beg reach like this,Negative
my broda na so e be when u sing along dem go say u dey form sey make u play soapie im like what happened to some lay back relaxed,Negative
now i caught her with two different guys nacking her like ashewo and she be giving the other dude head babe wey i dey manage nack we broke up after she carry scan results come my house dey tell me say shes carrying my child abeg nah my pikin,Negative
las las obi cubana no get female friend wey dey spray money all of them just fold hands dey do like fowl,Negative
i wish i had the k sef,Negative
de bruyne is playing lb pesin wey i cap,Negative
made me a millionaire how i dey work for he papa abi e don dash me kobo before hes very stupid,Negative
but as hin fast na so them dey suck my data too,Negative
election day never reach they don pluck person eyes comot please im running back to ibadan lagos people are not going to take this thing lightly,Negative
to be a marlian na stress o my trousers just dey fall from my waist since wetin sef,Negative
she say the k na christmas giftshey na with blocking on all social media platforms pesin come day use say thank you una no go kill pesin for this country,Negative
na really balanced diet later dem go chill for one uncompleted building den enjoy correct siesta low key scammers,Negative
nah dis kind smallsmall bad dem for dey see you,Negative
aswear o e save her name with mami m,Negative
dont watch this video you go enter depression oloun na person net worth dem wan spend for oju agbo,Negative
e don be for me oeven ncdc weh been deh care for me don finally forget mebaba god na your hand i deh o,Negative
my airtel just off for like minute i don dey think say dem don block me,Negative
dem b useless people dey just dey spoil my tickets i cant carry winning for utd again,Negative
this your show off don dey too much o the bad belle in me say you dey violate social distancing in this critical time of second wave,Negative
she go touch lin tailtrust me e no good to find dis guys trouble we dey cool dem down dey are well informed na my ppl dem no dey tire aunty no important na wetin dey vex them,Negative
wow so you are married im also a married man that makes us compatible na dem ooo thunder fire your wandering shafts,Negative
see wetin dey happen now because some evil people wan chop bat soup e no go better for dem,Negative
wetin dey happen for betis that scoreline changed quickly chai would love to see jovicbenzema combo who say make i fleet o,Negative
wahala be like e too dey go forthback,Negative
i carry venza go crash for my padi crib hin landlord give am quick notice next morning mr landlord brought calming wale isnt the owner of the car,Negative
we never fit save people wey dey for dem house na people wey take dia two leg waka enter trouble you dey talk about,Negative
lmao see this man u fan dey talk if na sars catch liverpool wetin catch man u,Negative
lol tho they no dey spend reach glo wey dey carry all celebs put inside ads wey no dey creative and their network no worst reach glo own,Negative
some things dey be like film until e do person wey dey close to you omohi just dey whisper oboi since morning,Negative
shut up jooor na people like una no go let person breath thats how some knuckle heads in customs decided to send innocent ladies to dead zone cos they made a video im so tired of the way people of your generation think its freaking annoying,Negative
lmfao she say she gave him small but she did not cum omg im crying e say na refund my money even if its half,Negative
guys make una calm down na e never do you no be only me do this oh allow my phone rest abeg ,Negative
lolbut has taught us that what pple r during campaign r not wot dey remain b wen dey win,Negative
you sef you dont have joy and romance sef its village people and sars shot that should deflect in your life not my own shot,Negative
wen dem put moth for watin nor concearn dem u tell dem all dis one,Negative
haay god im in tears we got to know each other for the first time yesterday and this morning im already your last hope how biko asking me to pay your friends school fees as as what na why are some girls like this,Negative
whats this nonsense we call traffic sef which kind wahala be this na sin to wan go your house,Negative
baba segee aka benson of all time baba ayo the way this animal kingdom is moving na that you ebsu certificate de go soon chop and that pharmacy license of urs go soon go downtown,Negative
dear god i just want to know why you give people wey no get sense money  how can person born of a woman went to university married born pikin dey pour water off the balcony from nd floor ,Negative
you self no fit comot face ni,Negative
omo i don tire mehn i no fit wait come back lag next month sha,Negative
my screen don break,Negative
e shock me i swear,Negative
wahala ooooooo no keke oo out oforlu day don dey break oooo,Negative
e be like say magu na picker for hushpuppi,Negative
even if dem sub rashfordwho dem wan put now,Negative
why these players no ready to score bayiii make all the chances wey dem no use no con koba us bayioo,Negative
e still far o,Negative
and una say una plan nobi to dey collect person babe like this with benz for abuja hiking,Negative
yansh be trending all of a sudden as i no kon get yansh laidis wetin i go do,Negative
scammer don vex e block me straight away eleribu somebody local lotto your network no strong at all na edge you dey go and learn the trade very well bastard,Negative
egbon u no fit know jor ontop all d allawe n lagos droppings,Negative
how do you people bring your thoughts to reality because i know all these moves in my head o but i no fit execute am,Negative
so because i dey use prepaid meter i dey use torch dey move around even when light dey poverty bad even in lebanon,Negative
wait o my own dm no dey collect una messages nii abi weitin na i no understand again o my chest,Negative
dem dash you bag of pure water you sey leakages dey inside make dem help you change am you see your life outside the gate visit,Negative
na only wetin dey ur head,Negative
lol nai make dem no de allow dem collect award on top mainstage for abroad,Negative
bruh like say you no sabi nigerians anything wey oyinbo feature our own na hit for dem eyes,Negative
person may ask am for the sofa picture supposed ask am weda e day mad after e say i said my camera is poor because obviously not only is his camera poor his brian is also poor to phantom that those two pictures are absolutely different for god sake,Negative
leav dem make dem just open mouth cos they sabi talk,Negative
and na leo tobi lolu and ifu like they form se de smart and de still never solve their puzzle,Negative
so im hearing a mans voice from my neighbors room see ehn i want to fight this guy get luck say no be ph we dey i for duff am before e comot estate gate what rubbish,Negative
lmao no wahala when dem score d rd goal its not just d cbs sef see even iwobi dey lose ball wey dey lead to opposition attack wheres the midfield,Negative
and even if na for my account dem dey charge all my family members alert charge e no still suppose reach like dis now just from january february thats wrong now,Negative
and na only bedsheets o how much dem go use send duvets,Negative
when dey removed dat babe dey removed the drama from the house,Negative
lol una don too pressure african giant baba dey post per seconds now,Negative
or you go don broke shame dem on top gender war some idiots said never pass border i fear people wey no fear their self,Negative
i disagree o exactly what i said days ago in a table tennis game at a pastor friends home and pastor with his friends played me like pro dem no even allowed me enjoy d game at all pst called me yesta morning to ask wen im coming i said very soon but i no gree show,Negative
shame no dey catch u abi if na ur country d fight holdim sure at a point dem go take light for stadium and d fight go gat wait till dem on gen do and leave in peace in,Negative
see am keypad warrior na for twitter you dey get strength come fight mortal combat now na wahala,Negative
these guys no dey play like say dem wan score o,Negative
abeg abeg everybody should stay their fathers house until e don do dem,Negative
cuppy abeg talk to your daddy let him talk to kronke sons una rich people connect abeg let them sack emery,Negative
if that girl swear for u dem no de fit return am o why niggaz de fuck up,Negative
wetin musa ni go see for gate,Negative
e say regain sense we dem don lose am ni,Negative
abeg wetin dem ask kana wetin she dey talk ,Negative
na die una dey findhope he is aware of the appointment ooobaba brain dey on autoformat mode,Negative
lmao if na cahill dem give that ramos back pass he for don lago,Negative
ussy broke man no dey sleep,Negative
over late sef dey worry you,Negative
bros your own better ooo my bank de charge me like say na them help me keep the money for there using other bank na them de collect from me and to use online banking na killing them de do me for there transactions go or e no go na them de collect,Negative
see wetin lockdown don cause now  normally most of those guys no dey do anything for there life before now so dey just take advantage of this lockdown and isolation period to invade people and do there evil work,Negative
na the wc wey she go sit down on top i dey pity,Negative
e tey rain dey beat me like this sir i dont have picture anywhere close was checking all my stupid apps and i found this on badoo,Negative
ahnahn why are you trying to spoil my good name nastop using my name with dont trust in a statementmy wife might see this na,Negative
by far the worst world cup team i have seen since lost to wonder how this panama team qualified sef making the team look good,Negative
this ones wan force babe for my hand sha abeg i no dey interested money no dey,Negative
abeg obo you don pass this thing wa you won do if na burna dey ask this question i for understand,Negative
wetin i do now,Negative
na ozo dem give strike na him still dey apologize to nergy i wan die for laugh oo,Negative
all of them dey mad smile sef say unlimited next thing network don dey slow after one week,Negative
my brother na wetin de pain me you de take joke so ooo,Negative
na morning you for tweet this thing o light no dey here i don look back like three times na who retweet this thing come my tl self pls who is in ikeja help me buy fuel come,Negative
wetin concern una with tollgate leave tollgate for lagosians lets fight for our own nation una sef ehh,Negative
these people should use better ink the write expiry dates na some of us wey our eyes no good no fit read am,Negative
ignore me sef look my bitsika cash tag pass now uncle don wan look me pass again why everywhere just hard like this thobiedani,Negative
imagine fine boyz are being paid salary in nigeria so na so i for still dey broke dey go,Negative
your mama na killer we go find all of una na just time good morning,Negative
mo you sef don join ancestors dey chop sacrifice come and see o,Negative
if this nepa should blink this light one more time ehnn i de go nepa office,Negative
e don spoil oo biggie already calling his children back home,Negative
abeg na wetin dem wan turn boss tobeast of all nation human beings are so impossibleabeg we need handles oothis should not slide oo,Negative
you sabi cook you sabi cook but you sabi make pap,Negative
flamaj you dey use girls do shakara yenyenyen me how ask around girls i like na na them no dey rate me,Negative
e nuh easy like that since yiu comot naija just dey cast on a daily,Negative
diya is in love and he doesnt like me again bastard no wan come magodo again all him weekend na for love im angry,Negative
na why you no fit ever talk shortingo,Negative
what level is olamide abeg make una dey see truth talk eee must u be sentimental olamide wen never cross rd main land bridge,Negative
una don dey claim class on top app of mb say na they dont have access to it poverty don finish this country walai,Negative
don don don don foxy i remember when we used to call him sango afolabi sha has to do thanksgiving for his glow up tbh,Neutral
sos ladies abeg help me i am tired and na lie all that sun kissed story na scamm see as sun wan finish me lagos nigeria,Neutral
chelsea the third wey una no wan give man u before una don finally give us on a platter of gold thank you livepool worthy champs,Neutral
please be d reason i smile tomorrow today don already go at a at all na witch mama eno get were e touch jus tell me make ah send acct,Neutral
bruh my favs in order bank on it wetin dey sup no fit vex onyeka monsters you made time flies wonderful level up alarm clock way too big real life when i think about it its not even in order i no get fav las las,Neutral
the mumu na bamteddy fan since e nor blow he wan dey insult laycon wey don blow clown,Neutral
nigerians can look for trouble sha una done go another country show to start una yeye comparison drama allow them enjoy their show abg where una bbn start na wa,Neutral
been a month i havent had noodles e be like i fit kpai if i no chop am tomorrow so much for trying to overcome an addiction,Neutral
yes so na hin wey i wan tell u though still some like my sistou already sent his guidance,Neutral
big brother which kind alarm me dis u wan dem me self wake up,Neutral
of all things to hate on in this nigeria is my school abu zaria like why abeg come carry the school keep for your backyard dey hate on i don tire,Neutral
traditional marriage don reach now u carry us dey enter bush all those fine gates and buildings wey u stand de snap na who get am,Neutral
e sha don stain una cloth una nor pure again,Negative
e be like say our daddy don dey ment his handle is down down,Negative
oya sister rest na or you just like to cry kpele ooo continue im bringing bucket im saying it again chike did not win becos hes igbo you can die now,Negative
im not even talking about jungle justice he is talking in the nonsense and they are looking at him saying he was asleep and all sort hin mouth suppose don tear,Negative
e don end im hurt,Negative
this idiot don carry for illorin on number of occasion i cant stop counting oga friday thats is foolish name na f division i sabi am wella,Negative
this man is always on his balcony haba and i always forget to drop my bathroom window curtain now he has used a long straw to suck my brezz from there this has got to stop na why all all the timeoga sit down inside your house na why upstairs dey sweet you,Negative
the only time i get issues with una set na the ones for my hostel them mahosa and akon wey dey go divert hustle garri for apian way those guys be terror,Negative
bro na so mesef buy am yesterday e pain me but man no fit shout,Negative
leaf is a leaf but i kno ull get tired too just dey waka like dat u still under nothing to see,Negative
lagos and zamfara on d way a beg na plane una dey use abi jetat dis tym,Negative
the way dey find one goal these days ehn you go think sey him sev support goal wey kanu dem do that time ni,Negative
in this life money is the root of all evilbut you see povertypoverty its the entire fking forest see how grown men and women dey mumu their family name all for k ontop song wey dey cause ear cancer,Negative
lmaoo na only him dem dey miscomprehend only him,Negative
hello friends hope your day is going on well abeg na beg i dey beg oh its simply not fair for you to expect that as youre being followed and or as you follow people you automatically hit their and expect them to start interacting with you haba,Negative
goan sleep sir e be like say ur sahur don dey blink red sir,Negative
na dean drive them come na why dem dey form activity dey don move since,Negative
too bad arewa iphone crew instagram people why na why you de embarrass us like this na why,Negative
wetin amaze me mostly na this arsenal v bayern munich drawmake me dey ask na wetin arsenal do uefa,Negative
im tired of seeing this kamal and aisha thread tbh girl wey me i dey eye,Negative
your own sef soft my dad will send me numerous videoswic i never get to download and later he will ask mewhat did u learn from it even funny videos and those short clips in chinese how can someone learn something from gifs,Negative
loooooooool rotfl its dis kain lie dat killed ananias and sapphira im not kissing till i marry,Negative
dem say goat wey dem tie for one place keep for long timeeven when dem remove the ropehe no go leave that areaoofuni carry freedom sing song for akajooya you are free to goshe dey ask whereare you madt,Negative
now now now icons don crash s website make una dey fear god sha calm down let me order my own first help me beg icons na and,Negative
e be like sy all of una for dy mad tonight lets fvcking see the votes,Negative
make biola getat him don dey banter arsenal since ltv and top radio days small manyoo wey i banter on twitter he block me,Negative
ogbono don wan grow for my head,Negative
person wey him carry don go still dey enter worldwide chart wey ur fave no see enter jokes on u,Negative
e don tey una dey poto poto a whole cjn was removed by an experte order sans were rolling in the mud in support,Negative
lmaooooo na wetin nigeria dey do to us be that sha,Negative
lmao na una way na trust me i wont be surprised,Negative
e neva finish oooo shooting in sango ibadan oyo state again today  what we need now is,Negative
wahala for who dey use iphone,Negative
bros calm down nana only shirt u see u don de plan stalking mission,Negative
i no fit if i dey smile,Negative
as in chemistry hard me sote i even fail am for jamb as an engineering student i still fail am for universitychm and chm as carryover i pass am with e as science student chemistry na my nightmare you see maths and physics e belike weed and beans,Negative
as dem dey beat chelsea e dey sweet me for body,Negative
hate when my premonition tells me things and i dont do it immediately now whole breakfast has casted all over the floor who has cleaning company please no be more go do this wahala wit all these oil please who has breakfast let me visit them abeg while they are cleaning,Negative
na wa ooo so even if arsenal win na still th we go de and if villa win na back to th trust the process ba,Negative
lmao so na you wan marry abi after all that i did to you im not proud of you son,Negative
fun to chat with don dey bill me k shey bi una say na contact she lost why una no tell me say she lost money too,Negative
now wey i need your help you nor help me the time wey you go wan come help me i nor go want your help that time so you go get out by then,Negative
you go wan play match for abuja you go dey find out if na grass or ontop sandstone una dey play ontop make you know as you go package your body if you fall ontop sandstone pitch secs blood don dey flow,Negative
any man get e specs for e partner someone go like the one wey sabi french and english someone go like the one wey sabi hausa sef blackest one na e some pple like even bomb blanca na some man e choice but u see this smelly mop and stinky pple abeg no man like una una pass go wash,Negative
please oh my passport is ready who is taking me out nigeria don tire me ,Negative
i swear ehn staff una no fit make heaven oh you people took off the light as match wan start the thunder wey go fire una ehn e go come naked ni and i no buy fuel,Negative
some of dis artist na just money make dem fresh make una see fireboy see as d guy be na e be like who no dey see food chop,Negative
lmao deadass made tiktoks and i only posted i didnt even really edit those sef i don de lazy,Negative
after a funeral service americans what a great loss nigerians abeg pass me salt make i add for dis rice dem no cook am well,Negative
lol wahala for who waste data for babe wey no go fit sub for you,Negative
how chelsea wan take win second half like this na na win either half i bet o crystal palace lite about to tear my ticket,Negative
dem say person wey em husband kee elephant and she no happy mean say e get where she for dey get her own meat,Negative
when nigeria go reach the level wey be say nepa go take light for days and them go give reasonable explanation fuel  too dey expensive to dey burn this kind time na kini gbogbo nonsense yi,Negative
who go con dey gist with me,Negative
na ur fone abi your subscription dem dey take watch am,Negative
me i cant wait to leave dis sch na passport be dis abi warris dis one again nsuk wil not kill person haba,Negative
lmao one of my riders did something wrong and i raised my voice and this man told me not to try it again why woman go dey talk to me like that so appaz if na man e fit talk to am anyhow lmao,Negative
lmao abuja guys are crying cuz of traffic theyve been uploading it everywhereincluding whatsapp make una taste wetin we dey feel for here too,Negative
im hungry e be like say pesin they squeeze my belle,Negative
oga wetin the happen again na una student won graduate oo,Negative
do you know how dense one has to be to be as dense as has been just this year alone na medicine i read no be maths so i no go fit calculate am well but that density go many tufiakwa,Negative
e no go better for the dg and his workers una think say na only una get plans abi,Negative
am calling out someone soon that person woke me with fake patronage this morning i dey vex oo,Negative
u dey call urself young ceo and u dey dm say u need my help for kogun go kill ur papa why u no go read about world famous business men how dem dey request loans from bank do business,Negative
some people really dont like footballnotice dat gal wey just dey sleep by d side,Negative
na catfish i do i no kill person saratu,Negative
bwahahahahaha na your mates dey do giveaway in this psychological time na book you wan make i go read smh ,Negative
